2018-07-29 12:03:04.955739 1360536938356 54200000000000 74275245264 170197182055444 0 0 0 0 
2018-07-30 17:48:54.955739 2958904470272 54200000000000 75374681460 173156086525716 12006518813 0 0 0 
2018-07-31 13:31:51.955739 1415456925942 54200000000000 76864734153 174571543451658 1420000000 0 0 0 
2018-08-01 21:44:07.955739 838777808548 54200000000000 77065255890 175410321260206 0 0 0 0 
2018-08-02 12:32:07.955739 5254733306210 54200000000000 77213127282 180665054566416 3023564586291 0 0 0 
2018-08-03 12:05:41.955739 45050888722 54200000000000 77282347813 180710105455138 16184526240 0 0 0 
2018-08-04 19:35:55.955739 4807799428493 54200000000000 81112023831 185517904883631 0 0 0 1092346112847 
2018-08-05 14:11:21.955739 3025792931762 54200000000000 83724474606 188543697815393 0 0 0 1002380832551 
2018-08-06 12:01:48.955739 3932986845370 59200000000000 83749071659 192476684660763 3578115106640 0 0 0 
2018-08-07 12:28:08.955739 1079738876168 59200000000000 83966790773 193556423536931 0 0 0 0 
2018-08-08 23:00:05.955739 29283431488 59200000000000 84032491371 193585706968419 0 0 0 0 
2018-08-09 21:24:04.955739 1069137960563 62200000000000 84032621371 194654844928982 0 0 0 0 
2018-08-10 15:47:50.955739 359918626817 62200000000000 84659883058 195014763555799 0 0 0 41759182389 
2018-08-11 15:48:51.955739 1269628268400 62200000000000 85526173190 196284391824199 1000000000 0 0 0 
2018-08-12 13:09:26.955739 870991784538 62200000000000 105058514758 197155383608737 17380486842 0 0 0 
2018-08-13 13:00:12.955739 2832725123236 62200000000000 106523394688 199988108731973 0 0 0 36950815792 
2018-08-14 12:00:57.955739 2909347011296 62200000000000 107635046582 202897455743269 239934139815 0 0 91844936105 
2018-08-15 20:02:18.955739 179460324932 62200000000000 108815300508 203076916068201 10725789890 0 0 10697920960 
2018-08-16 12:48:42.955739 189305813562 62200000000000 109245380241 203266221881763 0 0 0 0 
2018-08-17 13:27:15.955739 209345618932 62200000000000 110803907265 203475567500695 0 0 0 22826966237 
2018-08-18 14:27:17.955739 3142269187486 62200000000000 114899400778 206617836688181 28520445792 0 0 1218795219818 
2018-08-20 05:49:24.955739 267010315 62200000000000 115016343642 206618103698496 0 0 0 0 
2018-08-20 14:31:13.955739 251554821431 62200000000000 117112481091 206869658519927 0 0 0 0 
2018-08-21 12:56:24.955739 2288120984791 62200000000000 118956976341 209157779504718 36554899253 0 0 209025908556 
2018-08-22 12:23:47.955739 873030520015 62200000000000 121257756982 210030810024733 0 0 0 0 
2018-08-23 13:05:39.955739 1243677978708 62200000000000 123921293557 211274488003441 14258104007 0 0 76264172931 
