2018-03-23 10:09:17.794033 14133773461 1900000000000 139189 14133773461 14026843426 0 0 0 
2018-04-01 15:44:22.794033 39059103889 2000000000000 17017505 53192877350 40119498027 0 0 0 
2018-04-06 10:57:06.794033 6188516378122 10000000000000 2575475254 6241709255472 2859427723542 0 0 0 
2018-04-13 14:01:32.794033 5791511963201 10000000000000 7731440626 12033221218673 4689349789094 0 0 0 
2018-04-20 12:06:30.794033 3523690533048 16900000000000 9489840826 15556911751721 6861183181986 0 0 0 
2018-04-28 00:42:21.794033 11788228808841 16900000000000 11361306006 27345140560562 15532281365758 2927519991 930702299 0 
2018-05-04 10:09:20.794033 41271802311619 27300000000000 22642393499 68616942872181 24172939082654 8709680754895 8707982130376 0 
2018-05-11 12:04:39.794033 16971173329782 32300000000000 24665546470 85588116201963 27096978140706 15480571367301 15480239861208 0 
2018-05-18 10:14:32.794033 10564616048128 38300000000000 26475366605 96152732250091 29807354396286 19358168694196 19259389933934 0 
2018-05-25 17:29:23.794033 30707479957261 38300000000000 36454799299 126860212207352 35889047650907 28696133650315 28599592353074 0 
2018-06-01 12:29:38.794033 10582151101630 50300000000000 37653669093 137442363308982 40826229062722 31352759661094 31256986439148 0 
2018-06-08 11:23:31.794033 16496393297702 50300000000000 43452619110 153938756606684 40946978835163 38841086262363 38749296120391 0 
2018-06-15 10:41:48.794033 2717586935412 50300000000000 45187954452 156656343542096 40951984545303 40106719137709 40016430268337 0 
2018-06-22 12:37:27.794033 6655696027818 50300000000000 47467038206 163312039569914 41317515781673 43022279779915 42933674794782 0 
2018-06-29 11:17:35.794033 7264158747457 50200000000000 51160848695 170576198317371 41445339463952 45408695284557 45320711827506 0 
2018-07-06 10:39:57.794033 3473436168124 50200000000000 52247720566 174049634485495 41763234546934 45423675784557 45423675784557 997401690 
2018-07-13 10:48:18.794033 29512836361124 50200000000000 68796501768 203562470846619 48513698984566 45423675784557 45423675784557 4502361461605 
2018-07-20 10:14:03.794033 6777412998353 54200000000000 74239913025 210339883844972 48961867642113 45423675784557 45423675784557 6017826494215 
2018-07-27 10:19:41.794033 11268498289809 54200000000000 77213127282 221608382134781 49028478088496 45423675784557 45423675784557 6017826494215 
2018-08-03 10:19:39.794033 20087489256266 62200000000000 84032621371 241695871391047 55596238380097 45423675784557 45423675784557 8112553439613 
2018-08-10 14:01:48.794033 27796494318958 62200000000000 109215666558 269492365710005 55865278796644 45423675784557 45423675784557 8293806294859 
2018-08-17 11:41:13.794033 17778669027994 62200000000000 123921293557 287271034737999 55944612245696 45423675784557 45423675784557 9820718562401 
2018-08-24 13:29:26.794033 1030112899722 62200000000000 124993724117 288301147637721 55944612245696 45423675784557 45423675784557 9826494169339 
