18-03-23 12:06         0.00      1400.00         0.00         0.00         0.00         0.00         0.00         0.00 
18-03-25 10:55         0.00      1900.00         0.00         0.00         0.00         0.00         0.00         0.00 
18-03-26 07:05         0.21      1900.00         0.00         0.21         0.11         0.00         0.00         0.00 
18-03-28 07:44         9.24      1900.00         0.00         9.45         9.35         0.00         0.00         0.00 
18-03-28 12:12         4.68      1900.00         0.00        14.13        14.03         0.00         0.00         0.00 
18-04-01 17:41         9.47      1900.00         0.01        23.60        15.61         0.00         0.00         0.00 
18-04-02 13:06        17.57      2000.00         0.01        41.18        30.12         0.00         0.00         0.00 
18-04-03 23:48        10.00      2000.00         0.01        51.18        40.12         0.00         0.00         0.00 
18-04-04 17:03         1.62      2000.00         0.02        52.80        40.12         0.00         0.00         0.00 
18-04-05 13:04         0.39      2000.00         0.02        53.19        40.12         0.00         0.00         0.00 
18-04-06 12:54         0.00      8000.00         0.02        53.19        40.12         0.00         0.00         0.00 
18-04-08 09:56         2.00      8000.00         0.02        55.19        40.12         0.00         0.00         0.00 
18-04-08 13:23      4160.88      8000.00         1.86      4216.07      1386.50         0.00         0.00         0.00 
18-04-09 12:09       406.35     10000.00         1.88      4622.42      1777.02         0.00         0.00         0.00 
18-04-10 12:42       536.67     10000.00         1.92      5159.09      2283.61         0.00         0.00         0.00 
18-04-11 12:30       449.69     10000.00         2.05      5608.78      2630.58         0.00         0.00         0.00 
18-04-12 13:59       632.93     10000.00         2.58      6241.71      2859.43         0.00         0.00         0.00 
18-04-13 15:58        87.46     10000.00         2.64      6329.17      2900.03         0.00         0.00         0.00 
18-04-15 00:08       118.64     10000.00         2.71      6447.81      2963.51         0.00         0.00         0.00 
18-04-15 13:52       280.85     10000.00         2.76      6728.67      3203.13         0.00         0.00         0.00 
18-04-16 16:54       314.41     10000.00         2.76      7043.07      3516.18         0.00         0.00         0.00 
18-04-17 13:17      1031.06     10000.00         3.69      8074.14      3835.70         0.00         0.00         0.00 
18-04-18 18:31       953.06     10000.00         4.70      9027.19      4015.22         0.00         0.00         0.00 
18-04-19 12:27      3006.03     10000.00         7.73     12033.22      4689.35         0.00         0.00         0.00 
18-04-20 14:03       364.37      9900.00         7.86     12397.59      4951.85         0.00         0.00         0.00 
